,label,centroid-0,centroid-1,area,eccentricity,euler_number,extent,feret_diameter_max,inertia_tensor-0-0,inertia_tensor-0-1,inertia_tensor-1-0,inertia_tensor-1-1,inertia_tensor_eigvals-0,inertia_tensor_eigvals-1,moments-0-0,moments-0-1,moments-0-2,moments-0-3,moments-1-0,moments-1-1,moments-1-2,moments-1-3,moments-2-0,moments-2-1,moments-2-2,moments-2-3,moments-3-0,moments-3-1,moments-3-2,moments-3-3,moments_central-0-0,moments_central-0-1,moments_central-0-2,moments_central-0-3,moments_central-1-0,moments_central-1-1,moments_central-1-2,moments_central-1-3,moments_central-2-0,moments_central-2-1,moments_central-2-2,moments_central-2-3,moments_central-3-0,moments_central-3-1,moments_central-3-2,moments_central-3-3,moments_hu-0,moments_hu-1,moments_hu-2,moments_hu-3,moments_hu-4,moments_hu-5,moments_hu-6,moments_normalized-0-0,moments_normalized-0-1,moments_normalized-0-2,moments_normalized-0-3,moments_normalized-1-0,moments_normalized-1-1,moments_normalized-1-2,moments_normalized-1-3,moments_normalized-2-0,moments_normalized-2-1,moments_normalized-2-2,moments_normalized-2-3,moments_normalized-3-0,moments_normalized-3-1,moments_normalized-3-2,moments_normalized-3-3,orientation,perimeter,perimeter_crofton,solidity,sd_intensity,skew_intensity,pixelcount,mean_int,class
801,802,2847.3923593185336,1171.9447599380485,1937,0.46407810888064643,1,0.7043636363636364,56.753854494650845,153.11155875754832,18.21322537579601,18.21322537579601,165.37212540935167,178.45907269156228,140.0246114753377,1937.0,44444.0,1316334.0,44554826.0,53059.0,1182147.0,34520739.0,1156948839.0,1773737.0,38014539.0,1069954775.0,34771568835.0,66110131.0,1366045137.0,36894047829.0,1155911265633.0,1937.0,-1.3500311979441904e-12,296577.0893133711,742078.1368678687,1.3869794202037156e-11,-35279.01755291687,82182.26600086666,-13450733.931833623,320325.8069179142,-750679.6078056608,32254590.144723795,-84217949.53127785,-25669.444767799054,-9733374.747688139,80049744.9821269,-2785290418.921982,0.16442110695245227,0.0003937153555856861,0.0003314854738563317,1.1983729111843025e-07,2.6781564719757143e-13,1.394666368009319e-09,-7.062257546674598e-13,,,0.0790457195444235,0.004493922564816539,,-0.009402800916776463,0.0004976844368005001,-0.001850789895874429,0.08537538740802875,-0.004546011883201673,0.004438157043173913,-0.00026330007987525626,-0.00015545060733794923,-0.0013392898653021511,0.0002502685515984932,-0.00019785726539877716,-0.6230614396417078,169.68124086713192,163.54942077812223,0.963681592039801,93.72066437748316,-0.15717948539791565,1937,453.28342798141455,pheno
802,803,2846.640364789849,875.0642347343378,2522,0.6232588324954054,1,0.7461538461538462,66.09841147864296,255.7555884111963,-19.402958328328474,-19.402958328328474,162.66328741649218,259.6377922198594,158.78108360782906,2522.0,75822.0,2924546.0,127586358.0,64665.0,1993038.0,77397484.0,3368141118.0,2068271.0,64237060.0,2460317018.0,104993817292.0,74266563.0,2317561476.0,87427758754.0,3654623529216.0,2522.0,8.284928298962768e-12,645015.5939730372,878320.1156037829,-1.2931877790833823e-12,48934.26090404441,-531284.4974357295,12009441.767660033,410236.8108643933,-453309.4388263536,70457788.21580039,-121324629.08378752,198097.1141586082,23150846.341854073,-41904160.5667271,6254119488.2534275,0.1659075637699003,0.0015992612625158721,8.057326157459537e-05,2.858468785062913e-06,1.0785988144667304e-11,-1.7524462503208192e-08,-4.201832660169802e-11,,,0.10140982887041886,0.0027497304541389566,,0.007693480701161171,-0.0016632764483672082,0.000748665075083508,0.06449773489948143,-0.0014191622700484307,0.004392317838356777,-0.0001506056221235104,0.0006201766964024436,0.0014432169662910166,-5.201748580955472e-05,0.00015459158340374264,1.3733208764097828,191.3380951166243,184.08140608428752,0.9756286266924564,160.28742754492,-0.4684189419019041,2522,560.1074544012688,pheno
803,804,2882.5756379900026,1080.92212575638,3801,0.9426090349046913,1,0.5096540627514079,117.39250401963491,199.82503268189637,265.7420708116178,265.7420708116178,879.9048945219348,971.427245108697,108.3026820951343,3801.0,144142.0,6225706.0,290445100.0,230248.0,7721408.0,303500968.0,13092909440.0,17291938.0,535120080.0,19669882856.0,798311988612.0,1440971374.0,42334175312.0,1486472985532.0,57722981239100.0,3801.0,1.7678303265711293e-11,759534.9492238882,-3253265.5759167154,-2.2737367544323206e-12,-1010085.6111549592,2984042.253669107,-482696627.05680436,3344518.504077874,1746193.2329424168,802858831.903784,-3415476637.2717466,-11691486.741343003,-1508604233.6154408,335237778.7958637,-673326313007.0631,0.28406470065872963,0.051564547725075835,0.0006280230429715811,9.842622722193789e-05,1.5127035696593965e-08,1.1960653753482431e-05,-1.9235619507516706e-08,,,0.05257170025832581,-0.0036523706464309845,,-0.06991372554896548,0.003350119466327215,-0.008789833635566744,0.2314930004004038,0.001960413239610223,0.014619939667507208,-0.0010088085988023182,-0.013125778388131016,-0.027471458245410304,9.901714747573287e-05,-0.003225775270841864,-0.33167989919683466,298.5573952066306,286.3207252689574,0.8713892709766162,92.20247702312906,0.28269778442495974,3801,336.74664561957377,pheno
804,805,2852.1413627367824,2897.5374611252473,3537,0.4874793934669978,1,0.7255384615384616,76.11832893594026,324.8400583547936,5.804277795483089,5.804277795483089,248.41880651162262,325.27838551148017,247.98047935493605,3537.0,132770.0,6132808.0,316894058.0,106610.0,3981339.0,182335451.0,9333764457.0,4092028.0,151949373.0,6800657725.0,339108434115.0,177276524.0,6557064561.0,286465325201.0,13873708114035.0,3537.0,6.359357485052897e-12,1148959.2864009049,425987.0158619709,5.7980287238024175e-12,-20529.730562623685,-974471.5972295443,-21333797.939862914,878657.3186316092,-417380.8618709001,173899660.63645646,49123708.38611394,969365.7985208964,-3750894.9142909436,-543648174.6041576,-2496224655.529754,0.16207488404478831,0.0004776011240104837,3.24615600044868e-05,1.8088847338866627e-10,1.252558796635214e-17,2.394373499743328e-12,-5.9365555587543e-18,,,0.0918405593312959,0.0005725437951266172,,-0.0016410171884317468,-0.0013097292775272767,-0.00048212871462795004,0.0702343247134924,-0.000560976775748054,0.003930009091359671,1.8666738143177685e-05,0.0013028668773579037,-8.476756688280643e-05,-0.0002065833067322128,-1.5949366184102767e-05,-1.4954214468237985,225.0365799264593,216.02957302417374,0.9733076499724821,169.62781563900444,-0.14264615493144744,3537,655.396663839412,pheno
805,806,2900.2847440297965,1219.0414080186956,13693,0.6844133687908758,1,0.76275623885918,167.4305826305338,1024.3515315601696,323.3907434356906,323.3907434356906,1363.4973185589586,1559.0771864480625,828.7716636710657,13693.0,876919.0,70185573.0,6235890835.0,989795.0,58959676.0,4533158046.0,391103895250.0,90217447.0,5218035578.0,393026633060.0,33285164389484.0,9166810229.0,524037181042.0,39109425117852.0,3282388380461188.0,13693.0,2.0753532226081006e-10,14026445.521653403,-55438723.92737603,-6.749019121343736e-10,-4428189.449864911,26986841.796183705,-10356677637.777143,18670368.78302782,80564326.06580326,17504099488.136383,68480667271.682,-53700491.262838736,-11075979680.427002,68557664025.877106,-23034959005578.37,0.17438463814497396,0.002844539399397711,0.0002210719453378985,2.7938416062398363e-06,3.031102438568854e-11,1.3595377139726006e-07,6.246808995373392e-11,,,0.07480840805960488,-0.002526775776966088,,-0.023617230952726984,0.0012300012214700423,-0.004033895413711375,0.09957623008536906,0.0036719457658755017,0.0068177951574725235,0.000227941212904723,-0.0024475509341064707,-0.004314061439187983,0.00022819750032481093,-0.0006552288495847196,-0.543925921693693,487.3208511739212,464.6906546961523,0.9105599148822981,120.8873572160296,0.030356785657325677,13693,455.4551230555758,pheno
806,807,2889.625170790952,2603.143464399575,6587,0.8365684517445019,1,0.5406714273988344,138.23530663329106,439.1785981694858,276.45662462387264,276.45662462387264,910.2070057207924,1037.8665970880497,311.5190068022285,6587.0,317121.0,18160173.0,1147899201.0,399338.0,17404495.0,900152957.0,51769387423.0,30205468.0,1264181993.0,61580746283.0,3317916226025.0,2577964058.0,105976867249.0,4960507590359.0,254580461336317.0,6587.0,7.027267656667391e-12,2892869.426142403,-4939953.775832538,1.1567635738174431e-11,-1821019.7863974492,-25470230.203538623,-1481280685.853098,5995533.54668286,30785390.79759672,2322361028.9031444,41358869011.83176,19791911.1783087,-3655372041.6304116,-54628116502.793045,-2724935725125.984,0.20485586820863494,0.012159442776599041,0.0015097386936560589,5.646799240457661e-05,-2.3374193332274607e-09,-1.6792400930134907e-06,1.632095688560317e-08,,,0.06667353851062484,-0.0014028257417535521,,-0.041970035619230704,-0.007232920832724011,-0.005182918382248721,0.1381823296980101,0.008742296110560936,0.00812581152368705,0.0017830430629233055,0.0056204174652934105,-0.012789942601332998,-0.0023551002843672127,-0.0014474567936531046,-0.4325992802457481,356.13203435596427,340.31585731288794,0.9569954961499346,91.09874604926571,-0.2646926686853796,6587,366.54835281615306,pheno
807,808,2862.9175398633256,361.8141230068337,2195,0.5660149503596472,1,0.7701754385964912,60.41522986797286,161.26385521038185,-28.900390097602166,-28.900390097602166,198.11301809351352,213.9623005877585,145.4145727161369,2195.0,50077.0,1496437.0,50811751.0,63474.0,1511540.0,46141542.0,1584663380.0,2270370.0,54773062.0,1662769504.0,56582831386.0,90524712.0,2193261938.0,65762681208.0,2203844354882.0,2195.0,-4.977351863999502e-12,353974.16218678816,520633.05528219434,1.800515292416094e-11,63436.356264236754,-26224.270290833585,18054531.06221064,434858.07471526216,-692285.173135466,50777442.16234127,-134322826.1785061,-278854.4004342025,28936543.53801708,-94260820.58278887,6409711599.97511,0.16372522701772,0.0009752525145390266,0.00013320069112220486,2.4048954321378893e-06,4.3001550875290254e-11,7.508477879679353e-08,-1.877186941334395e-12,,,0.07346872674732659,0.0023064573423862518,,0.013166464736948595,-0.00011617618233677175,0.0017071930696477943,0.0902565002703934,-0.0030668936680134013,0.004801392905486882,-0.0002710996674492853,-0.0012353533315121006,0.00273617001834307,-0.00019024374218817538,0.0002761216061271037,0.5016221823602717,175.68124086713186,169.23777747193336,0.9807864164432529,32.994828184279015,0.013764431087785757,2195,233.99088838268793,pheno
808,809,2872.031991744066,1928.873323013416,3876,0.7399196375523047,1,0.6375,86.09297300012354,328.9646030958686,127.3292807155995,127.3292807155995,348.69299097619603,466.5395955208946,211.11799855117002,3876.0,146797.0,6834757.0,356933047.0,147412.0,5089454.0,223825798.0,11242156340.0,6957906.0,223856030.0,9255817666.0,440178193604.0,367222270.0,11237160206.0,440168267398.0,19830787714292.0,3876.0,8.128608897095546e-12,1275066.8015995866,1496053.739466158,-1.821831574488897e-11,-493528.29205366364,1269489.045718089,-353223600.86808157,1351534.0330237357,-2123263.577288616,338954896.8685815,-1462938909.8733633,-203815.9195536334,-286945684.9665087,1406103870.6400747,-157768011224.56604,0.1748342605965079,0.004342578671968564,8.912679143569809e-05,1.747846304802293e-06,1.9675642002047774e-11,1.0471607911923777e-07,-9.421869277134033e-12,,,0.08487218862122513,0.001599512996026257,,-0.03285069161909172,0.0013572802723407701,-0.0060659441643666,0.08996207197528276,-0.0022700973877276733,0.005820906285962866,-0.0004035366661285374,-0.0002179107631784729,-0.004927746897248893,0.0003878593045540399,-0.0006990107865535634,-0.7467403974398341,244.14927829866735,234.1495473112309,0.9748490945674044,151.24119728220413,0.1829473227211611,3876,557.4254385964912,pheno
809,810,2881.858303782506,1556.527925531915,6768,0.7387992974729759,1,0.7199234124029359,120.07081243999309,803.3966787935094,32.797535374541006,32.797535374541006,368.4593843568889,805.8559535169256,366.0001096334727,6768.0,369045.0,25560647.0,2001879135.0,269761.0,14487534.0,997567040.0,77974433814.0,13245949.0,699004218.0,46925563456.0,3580666126254.0,725667445.0,37672535100.0,2455155611642.0,181709504186604.0,6768.0,-2.155786660296144e-11,5437388.7220744705,15131024.185735187,-2.3419488570652902e-11,-221973.71941489354,2970539.8811966144,-323025191.3207161,2493733.1133274236,-5574910.791199436,1204077135.4212544,-6379968224.904797,-1085558.0965777435,-172047295.57341737,1925440460.32801,-185885577819.99417,0.17314658143475148,0.004223767776744382,7.849988589951485e-05,6.680952891993252e-06,1.4703458673252404e-10,3.725956033729168e-07,4.2307273094459357e-11,,,0.11870518303686602,0.004015294929539054,,-0.00484597153879152,0.0007882872683666107,-0.0010419703051356807,0.05444139839788546,-0.001479404880843366,0.003883946682524016,-0.0002501539072227023,-0.00028807276146038975,-0.0005549665409482434,7.549511804706796e-05,-8.859399698290292e-05,-1.4959528646879725,321.7056274847714,307.6775769846188,0.9814385150812065,109.7772594358121,-0.04576924962507611,6768,411.2649231678487,pheno
810,811,2908.6772291820193,1299.1722549742078,5428,0.7302090447828683,1,0.7391067538126361,107.83784122468327,322.77007030197404,81.98216825445613,81.98216825445613,626.335391585648,647.0608524431103,302.0446094445117,5428.0,180059.0,7724959.0,374907995.0,285932.0,9040010.0,384330504.0,18650106560.0,18461854.0,556780060.0,23027551826.0,1094575413514.0,1321996352.0,38196408032.0,1531003826046.0,70908073130750.0,5428.0,1.3137935184204252e-11,1751995.9415991155,2418373.2096922873,9.747225249157054e-11,-444999.2092851878,6924322.802756689,-319064632.102175,3399748.505526898,-8758617.517932069,812542918.6640259,-6015569844.666751,-8701624.656712178,-568580723.844527,9458963994.50214,-361843432011.3704,0.1748536223079628,0.004040167822081551,0.0003591116180806076,9.20163570631642e-06,-5.288293482217854e-10,-5.841054439760774e-07,-1.1162774625316182e-11,,,0.05946390388761498,0.001114098849356938,,-0.015103568211948437,0.0031899046996591604,-0.0019950746432711797,0.11538971842034784,-0.004034929621109737,0.005080737914809154,-0.000510548890971621,-0.004008674086665275,-0.003555270220084215,0.0008027940331230735,-0.0004168322743501279,-0.24761644353167891,293.69343417595167,281.5130515135582,0.9722371484864768,309.78311245308373,-0.029064149472427102,5428,993.4920781134856,pheno
811,812,2896.6980625931446,1978.2107302533532,3355,0.5839572248086958,1,0.6963470319634704,74.73285756613352,238.6175897796957,41.465135693994995,41.465135693994995,317.20033901843686,335.03312389048585,220.78480490764673,3355.0,121487.0,5199695.0,244028759.0,119767.0,4197735.0,175321519.0,8063871963.0,5339657.0,185928747.0,7628339699.0,343244998887.0,266333833.0,9309666981.0,377252549185.0,16658568902565.0,3355.0,-1.4921397450962104e-11,800562.013710879,-2233864.30384118,-1.8758328224066645e-12,-139115.5302533532,-222568.69514806883,-76071886.72362344,1064207.1374068556,2508177.540896186,160250247.1066272,690926156.1859243,-261842.8183647519,-71240513.53762344,-475738152.0860319,-29329595339.927338,0.16566853317380997,0.0011596170397990897,0.00022441141337619714,7.290580840051734e-07,9.304692575732316e-12,2.4238020215024027e-08,-6.205310453011522e-13,,,0.07112297757964103,-0.0034263007166081376,,-0.012359205870043218,-0.0003413758294848439,-0.0020144041810712444,0.09454555559416895,0.0038470423163017805,0.004243469982045871,0.00031586957654033005,-0.0004016144734750317,-0.0018864681094768534,-0.0002174924299769264,-0.00023149199252059065,-0.4061545684116587,220.69343417595167,211.9120126571575,0.9818554287386596,119.06721994337228,-0.24749671491756597,3355,548.4935916542474,pheno
812,813,2917.4640348412477,1713.7593425119417,7118,0.4890540755165803,1,0.7815107597716293,106.89246933250256,517.5555990057538,-36.343620635439095,-36.343620635439095,660.0393780443044,668.7741450140907,508.82083203596756,7118.0,290125.0,15509265.0,945371383.0,373439.0,15479822.0,840728608.0,51834045446.0,24290277.0,996852338.0,53561702216.0,3267841677290.0,1758570533.0,70995416966.0,3748115798248.0,224809314498518.0,7118.0,7.776179700158536e-11,3683960.753722955,12912302.433444079,1.2187229003757238e-10,258693.8916830555,5961602.804145299,217752124.25067118,4698160.292919357,-20347632.645891853,1888081482.1486769,-16485904385.019047,-8764296.426527811,383649633.11613333,3835772896.3374753,187665945592.75198,0.16543902459259033,0.0005049757373945721,0.00033819461081709384,3.455487622325641e-06,-8.758543838634832e-11,-2.866662930157302e-08,-7.926324565116631e-11,,,0.07271081750572544,0.003020707893345042,,0.005105875335127718,0.0013946591431150614,0.0006037935222189836,0.09272820708686488,-0.004760131267149736,0.005235362788151881,-0.0005418259908344453,-0.002050322127419907,0.001063802082640289,0.00012606657188079777,7.310608663441919e-05,0.23586490861243636,326.9360748630709,312.63635204394825,0.9714753650880306,266.4926914358019,-0.4125065588967248,7118,883.6240516999158,pheno
813,814,2899.014993880049,433.91279069767444,3268,0.6100636481366836,1,0.7410430839002268,76.05918747922567,295.3996772793259,56.111299493324985,56.111299493324985,244.1671558445159,331.4654296935598,208.10140343028195,3268.0,104291.0,4293583.0,200841785.0,98089.0,2946922.0,116883932.0,5320304548.0,3742079.0,106743338.0,4028067060.0,175495839956.0,160940617.0,4408671958.0,158724062288.0,6614758734820.0,3268.0,6.302514066192089e-12,965366.145348837,2206513.891630619,-4.916955731459893e-12,-183371.72674418605,-284128.39756554307,-120506691.2545944,797938.265299878,-1669043.3891612832,173500787.31818557,-388581678.6025632,721914.4170748543,-81504598.19617593,285205664.35675865,-41187836792.16355,0.1651061300868549,0.0014249937991381429,0.00014625354897388084,1.2891732850253579e-06,-1.1331813511242161e-11,-3.926569944870472e-08,1.3599546136055182e-11,,,0.09039157811484881,0.003614111494742626,,-0.01716992028559516,-0.0004653819364198842,-0.0034527490833075225,0.07471455197200609,-0.0027337733611702943,0.004971132126600142,-0.00019475793113935732,0.0011824440366620748,-0.0023352639075671683,0.0001429456616150967,-0.00036111106137918787,-0.9995319556790923,216.3086578651014,207.75498404404263,0.9819711538461539,34.86914831623647,0.14280838808518706,3268,231.01438188494492,pheno
814,815,2906.5333333333333,2257.89696969697,165,0.9984059250760405,1,0.05314009661835749,81.83520025025906,157.63180899908167,-214.80646464646463,-214.80646464646463,296.86707070707075,453.05562174284626,1.4432579633061806,165.0,3778.0,112514.0,3756022.0,6028.0,173466.0,5703346.0,201148698.0,269206.0,8687714.0,303921082.0,11139100118.0,13284010.0,460075356.0,16791117856.0,633109658664.0,165.0,-1.2079226507921703e-12,26009.248484848482,-11273.597281910103,1.5347723092418164e-12,35443.066666666666,-30243.11353535367,10260781.684877869,48983.06666666668,-65994.36202020194,14709016.145704318,-39643088.95890203,-130011.93777777732,21228834.4229495,-72357321.58286011,7670977552.316716,2.754538664885773,7.491413300956607,0.29766247153767733,0.2588103837860493,0.07182599412088761,0.6632550521436714,0.0011215741717549021,,,0.9553442969641316,-0.03223685429153069,,1.301857361493725,-0.08648019083720807,2.28417100701291,1.7991943679216411,-0.188710894961765,3.274400455397906,-0.6870268057502087,-0.3717691691033729,4.725788891215071,-1.2539744208946184,10.349394338836015,0.6286917415372487,100.76955262170048,165.06440057600133,0.45706371191135736,85.89216679002884,-1.3275165204610477,165,535.6848484848484,pheno
815,816,2906.183908045977,2260.367816091954,174,0.9985376475384169,1,0.055626598465473145,81.54140052758476,156.41643546043065,-210.0530453164223,-210.0530453164223,285.71330426740644,440.84135158460913,1.2883881432279907,174.0,4240.0,130536.0,4452064.0,6296.0,189969.0,6430547.0,232095603.0,277528.0,9308831.0,335045761.0,12589324793.0,13507892.0,484426473.0,18195232667.0,704243813403.0,174.0,8.029132914089132e-13,27216.45977011494,-55224.61408376269,-1.3784529073745944e-12,36549.22988505748,-74005.44497291611,11304829.62996524,49714.11494252873,-98908.21099220526,15889252.99010483,-82649316.5732985,-131857.5595190912,22446300.823563453,-116237087.62021112,8786816783.13113,2.5409755156772253,6.381516966247198,0.41663369470356665,0.41466272304723584,0.17235333331800382,1.0474167363564595,1.1193089211603002e-05,,,0.8989450313817856,-0.13828006306744764,,1.207201409864496,-0.18530645741892554,2.145933585337736,1.6420304842954396,-0.24766191454313713,3.0161694385038547,-1.1893697750304675,-0.3301656688549077,4.260857737846952,-1.6727165388045238,9.585937161540883,0.6361123233374356,127.60407640085654,164.50904020873153,0.4715447154471545,90.49373403934187,-1.2288638039357713,174,536.8333333333334,pheno
816,817,2908.75988700565,2255.186440677966,354,0.9949945530884163,1,0.11568627450980393,80.99382692526635,139.17992913913625,-189.7029589198506,-189.7029589198506,270.3632497047463,405.49398110159774,4.04919774228479,354.0,7500.0,208168.0,6536676.0,13367.0,350354.0,10684212.0,353877206.0,600445.0,17633334.0,572441444.0,19722063846.0,29466137.0,932449004.0,31670562438.0,1124785586108.0,354.0,1.3713474800169934e-12,49269.694915254244,38638.079862108854,-2.2737367544323206e-13,67154.84745762711,-21732.541989849535,18003928.556629453,95708.5903954802,-159477.2766446421,26177239.650653448,-41842090.427217804,-434489.47071403457,38982001.14921194,-138653560.61200398,12888418573.728065,1.1569016351522108,1.2860122736634245,0.07262448356146858,0.040066660485451135,0.0021287333189685554,0.034157785750611645,0.00037381523780934556,,,0.3931636416359782,0.01638729910916299,,0.5358840647453407,-0.009217271335974475,0.4058424721880364,0.7637379935162326,-0.06763798415493633,0.5900843041819308,-0.05013049080623236,-0.18427698637672893,0.8787277547492581,-0.1661191153344014,0.8207040640284672,0.6189519682055579,170.55129855222071,167.2858420450805,0.686046511627907,78.34664927639996,-1.4593005847491562,354,531.0169491525423,pheno
817,818,2918.850670640835,790.6715350223546,3355,0.8004793903863078,1,0.7093023255813954,88.52683209061533,177.50224488662727,-62.81920686921003,-62.81920686921003,440.2003534995702,454.44946820246844,163.253130183729,3355.0,89483.0,2982169.0,111500207.0,157184.0,4403097.0,153237279.0,5937847095.0,8841048.0,256845355.0,9132001425.0,359335335001.0,547879886.0,16365204237.0,589015516935.0,23344661939739.0,3355.0,8.039791055125534e-12,595520.0315946345,194315.31553936956,5.678657544194721e-11,210758.43904619964,2278159.209137957,81919425.2477239,1476872.1859910581,1292685.2086212528,199720566.04530144,931906015.5571152,-4714046.696762122,182882111.00874153,1477100852.7518044,54485303005.0877,0.18411403826712297,0.007533326132051411,0.000345678649142499,1.9160791780309533e-05,3.6363690712745514e-10,4.7468126618225174e-08,1.5164051323181126e-09,,,0.05290677939988891,0.00029804080030091794,,0.01872405569872132,0.003494240235360225,0.0021692485862681147,0.13120725886723406,0.001982720368928297,0.005288654726669671,0.0004260379432360083,-0.007230404079364623,0.004842767872940656,0.0006752837719180532,0.0004300404151354079,0.22305306550047857,231.89444430272832,222.92393522753895,0.9755742948531549,76.91454361401269,-0.3612740930391307,3355,391.4998509687034,pheno
818,819,2912.7809419496166,2247.8860898138005,913,0.9759302646965016,1,0.27172619047619045,82.37718130647589,141.74606061405836,-188.08457608188394,-188.08457608188394,312.7230979079117,433.8358730138266,20.633285508143516,913.0,17243.0,455067.0,14024447.0,37233.0,874907.0,25360999.0,819226625.0,1803913.0,47665695.0,1464026955.0,48885014457.0,94754313.0,2704688015.0,86567358787.0,2964637345097.0,913.0,-2.213340621892712e-12,129414.15334063528,541756.1203667611,6.30961949354969e-12,171721.21796276004,316653.3990539497,45604599.573034085,285516.1883899234,-409073.9767961605,65963752.35185676,168193388.44426394,-2098196.543969364,108435753.83219332,-224425472.54090515,30886800613.423588,0.4977756391259256,0.20482572926943265,0.019578827959130893,0.005030846112671209,3.657154128097953e-05,0.0006246886179936515,3.399192075443871e-05,,,0.15525307843818,0.02150932999437908,,0.2060072027183833,0.012572082156602599,0.059923381693550715,0.3425225606877456,-0.016241454093891643,0.08667483427387514,0.007314105133651244,-0.08330464605872814,0.1424820550328126,-0.009759429404548162,0.0444518473633874,0.572094266182364,185.30865786510145,178.7578402077172,0.7380759902991108,81.59821730349151,-0.7741137844559858,913,500.03833515881706,pheno
819,820,2922.4505465903176,2218.802706923477,3842,0.6949263613960249,2,0.49612603305785125,95.0789145920377,290.3806485809463,-89.09643787492475,-89.09643787492475,439.44692968562225,481.07473042851865,248.7528478380499,3842.0,129870.0,5505600.0,267256740.0,189989.0,6764451.0,302581473.0,15453862365.0,11083415.0,410960995.0,18889373565.0,986199090601.0,702792389.0,26753667699.0,1245398067741.0,65627009574165.0,3842.0,-2.5153212845907547e-12,1115642.4518479956,5729087.099688083,-6.372147254296578e-11,342308.51431546087,7184634.918714786,335901426.63767934,1688355.1038521607,2456879.77288909,331638435.46084917,4069932357.6624184,-12268706.285407647,121701291.44932972,2917756088.8171444,136359193566.83861,0.18996032750301106,0.0036564994759407023,0.0013697750957234105,0.0001109255913288664,-4.278486314763716e-08,-6.519473083416812e-06,6.2480004064326735e-09,,,0.07558059567437436,0.0062616966405548485,,0.02319011917619072,0.007852560722384336,0.005922973189511325,0.11437973182863671,0.002685285727456362,0.005847803569958848,0.0011578076891993147,-0.013409277184051506,0.0021459673261846907,0.0008300384718877468,0.0006258279886630255,0.4370829450460039,286.62846301849606,280.53708380013177,0.7868113864427606,96.95670937538029,-0.023888109948437056,3842,449.454711087975,pheno
820,821,2928.5419520547944,1456.6649543378996,3504,0.7822190969870481,1,0.674884437596302,91.09335870413386,192.07153435864555,39.26533912319383,39.26533912319383,475.78305737669666,481.1170507073506,186.7375410279916,3504.0,107450.0,3967968.0,161671454.0,184107.0,5508047.0,205315323.0,8528092115.0,11340485.0,333885135.0,12462695619.0,520608665907.0,757856691.0,22063920965.0,821963394417.0,34342010830577.0,3504.0,-4.575895218295045e-12,673018.656392694,-1282276.2679195101,-1.3557155398302712e-11,-137585.7482876712,5268659.966615452,-62999411.48000691,1667143.833047945,587727.8852729922,237831081.18063614,-847258645.6729314,-13184510.837019442,-128879906.1703099,2682895273.947089,-43521624757.202255,0.19059777161396754,0.007058086234702725,0.0016086333941679994,0.00011953782797148985,4.8923961573776544e-08,9.064305152873522e-06,-1.8819413538684745e-08,,,0.05481493560463629,-0.001764295639596427,,-0.011205861621916047,0.007249197414140544,-0.0014643476680740186,0.13578283600933125,0.0008086601703537557,0.005528105436872391,-0.0003326914715232595,-0.018140688993415404,-0.002995662747135093,0.0010534874812913012,-0.00028870128051520323,-0.1350183437121276,248.99494936611666,238.7435315533196,0.9779514373430086,44.164902978555155,0.017560714923369553,3504,275.51255707762556,pheno
821,822,2911.0826972010177,2923.5029686174726,4716,0.7545302320682153,1,0.8028600612870276,93.23089616645332,582.6829852500753,49.00724295182663,49.00724295182663,261.4096157955053,589.992286905057,254.1003141405236,4716.0,209876.0,12088038.0,780877802.0,156018.0,6712146.0,379257078.0,24307560768.0,6394304.0,270443436.0,15048129720.0,955492855722.0,292597200.0,12187363602.0,667230902898.0,41905149839520.0,4716.0,-8.975575838121586e-11,2747932.9584393543,-1658122.1855038765,-3.774403012357652e-11,-231118.1577608144,-76934.66488184595,-142513252.7298169,1232807.748091603,1169949.8191377101,638642569.7477051,942894034.3604496,-512833.91762327886,-191343591.54440886,-652094855.5523146,-119148483910.36177,0.17898486027259974,0.005072845754533948,1.148319512210976e-05,2.51264894249278e-07,-3.845075336169401e-13,-8.328367939238e-09,1.8524612204643445e-13,,,0.12355449220739506,-0.001085630507717041,,-0.010391696978758828,-5.037181217820666e-05,-0.0013587321862499242,0.05543036806520468,0.0007660070091686032,0.006088866813465256,0.0001309045073256241,-0.0003357702775050275,-0.0018242843488874535,-9.053207750280189e-05,-0.000240875891432034,-1.4227403461308394,274.8528137423857,263.2583242053879,0.9454691259021651,224.62030389620668,0.19933741423576057,4716,721.6202290076336,pheno
